1,2.014688414
100000001,2.005237756
200000001,1.932679111
300000001,1.825244704
400000001,1.764524055
500000001,1.510242486
600000001,1.418828862
700000001,1.257786945
800000001,1.248502676
900000001,1.13826888
1000000001,1.051597189
1100000001,1.084576679
1200000001,1.015616909
1300000001,1.038887998
1400000001,1.031797428
1500000001,1.020700455
1600000001,1.091075643
1700000001,1.059667861
1800000001,1.091391443
1900000001,1.126380478
2000000001,1.033611496
2100000001,1.043752349
2200000001,0.976995545
2300000001,1.082465282
2400000001,1.013000428
2500000001,0.999174128
2600000001,1.007968407
2700000001,1.046664973
2800000001,1.045282436
2900000001,1.041374198
